E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.649	0.065	0.649	0.051	0.649	0.066	0.649	0.054	0.649	0.086	0.649	0.074	0.649	0.055	0.649	0.077		
0.650	0.060	0.650	0.049	0.650	0.080	0.650	0.069	0.650	0.084	0.650	0.065	0.650	0.060	0.650	0.078		
0.650	0.060	0.650	0.060	0.650	0.061	0.650	0.058	0.650	0.086	0.650	0.048	0.650	0.069	0.650	0.066		
0.651	0.049	0.651	0.066	0.651	0.046	0.651	0.042	0.651	0.081	0.651	0.048	0.651	0.038	0.651	0.077		
0.651	0.020	0.651	0.074	0.651	0.048	0.651	0.051	0.651	0.069	0.651	0.060	0.651	0.081	0.651	0.094		
0.652	0.040	0.652	0.068	0.652	0.074	0.652	0.068	0.652	0.043	0.652	0.061	0.652	0.063	0.652	0.078		
0.652	0.037	0.652	0.048	0.652	0.066	0.652	0.055	0.652	0.040	0.652	0.092	0.652	0.075	0.652	0.058		
0.653	0.049	0.653	0.063	0.653	0.063	0.653	0.058	0.653	0.046	0.653	0.084	0.653	0.052	0.653	0.098		
0.653	0.061	0.653	0.066	0.653	0.063	0.653	0.043	0.653	0.046	0.653	0.088	0.653	0.057	0.653	0.075		
0.654	0.046	0.654	0.078	0.654	0.058	0.654	0.042	0.654	0.042	0.654	0.066	0.654	0.088	0.654	0.081		
0.654	0.052	0.654	0.077	0.654	0.071	0.654	0.057	0.654	0.061	0.654	0.055	0.654	0.075	0.654	0.078		
0.655	0.061	0.655	0.068	0.655	0.072	0.655	0.061	0.655	0.057	0.655	0.068	0.655	0.075	0.655	0.081		
0.655	0.051	0.655	0.048	0.655	0.063	0.655	0.069	0.655	0.072	0.655	0.077	0.655	0.061	0.655	0.088		
0.656	0.037	0.656	0.060	0.656	0.074	0.656	0.058	0.656	0.060	0.656	0.052	0.656	0.078	0.656	0.061		
0.656	0.048	0.656	0.072	0.656	0.057	0.656	0.063	0.656	0.078	0.656	0.075	0.656	0.069	0.656	0.075		
0.657	0.055	0.657	0.046	0.657	0.052	0.657	0.077	0.657	0.071	0.657	0.075	0.657	0.071	0.657	0.091		
0.657	0.045	0.657	0.045	0.657	0.057	0.657	0.057	0.657	0.065	0.657	0.071	0.657	0.037	0.657	0.065		
0.658	0.055	0.658	0.078	0.658	0.051	0.658	0.065	0.658	0.075	0.658	0.065	0.658	0.049	0.658	0.071		
0.658	0.028	0.658	0.091	0.658	0.065	0.658	0.045	0.658	0.072	0.658	0.054	0.658	0.035	0.658	0.097		
0.659	0.037	0.659	0.065	0.659	0.065	0.659	0.040	0.659	0.058	0.659	0.075	0.659	0.061	0.659	0.088		
0.659	0.058	0.659	0.054	0.659	0.081	0.659	0.040	0.659	0.042	0.659	0.080	0.659	0.071	0.659	0.081		
0.660	0.052	0.660	0.060	0.660	0.080	0.660	0.034	0.660	0.052	0.660	0.045	0.660	0.052	0.660	0.052		
0.660	0.046	0.660	0.063	0.660	0.077	0.660	0.051	0.660	0.055	0.660	0.052	0.660	0.060	0.660	0.061		
0.661	0.025	0.661	0.078	0.661	0.083	0.661	0.066	0.661	0.088	0.661	0.078	0.661	0.083	0.661	0.065		
0.661	0.048	0.661	0.083	0.661	0.065	0.661	0.060	0.661	0.063	0.661	0.038	0.661	0.080	0.661	0.063		
0.662	0.038	0.662	0.066	0.662	0.037	0.662	0.049	0.662	0.063	0.662	0.052	0.662	0.058	0.662	0.086		
0.662	0.061	0.662	0.057	0.662	0.063	0.662	0.038	0.662	0.072	0.662	0.058	0.662	0.052	0.662	0.071		
0.663	0.065	0.663	0.060	0.663	0.057	0.663	0.063	0.663	0.066	0.663	0.081	0.663	0.043	0.663	0.075		
0.663	0.052	0.663	0.042	0.663	0.051	0.663	0.071	0.663	0.054	0.663	0.078	0.663	0.063	0.663	0.071		
0.664	0.052	0.664	0.045	0.664	0.054	0.664	0.083	0.664	0.055	0.664	0.057	0.664	0.057	0.664	0.089		
0.664	0.032	0.664	0.060	0.664	0.045	0.664	0.063	0.664	0.081	0.664	0.043	0.664	0.069	0.664	0.098		
0.665	0.037	0.665	0.071	0.665	0.071	0.665	0.052	0.665	0.074	0.665	0.083	0.665	0.083	0.665	0.071		
0.665	0.060	0.665	0.069	0.665	0.072	0.665	0.058	0.665	0.066	0.665	0.071	0.665	0.065	0.665	0.060		
0.666	0.042	0.666	0.058	0.666	0.069	0.666	0.048	0.666	0.057	0.666	0.057	0.666	0.048	0.666	0.081		
0.666	0.043	0.666	0.068	0.666	0.069	0.666	0.058	0.666	0.077	0.666	0.060	0.666	0.054	0.666	0.077		
0.667	0.028	0.667	0.065	0.667	0.045	0.667	0.081	0.667	0.071	0.667	0.066	0.667	0.048	0.667	0.060		
0.667	0.020	0.667	0.058	0.667	0.049	0.667	0.063	0.667	0.074	0.667	0.061	0.667	0.083	0.667	0.055		
0.668	0.057	0.668	0.052	0.668	0.060	0.668	0.049	0.668	0.057	0.668	0.052	0.668	0.078	0.668	0.051		
0.668	0.052	0.668	0.052	0.668	0.074	0.668	0.054	0.668	0.068	0.668	0.049	0.668	0.074	0.668	0.069		
0.669	0.058	0.669	0.052	0.669	0.052	0.669	0.038	0.669	0.063	0.669	0.074	0.669	0.091	0.669	0.077		
0.669	0.068	0.669	0.063	0.669	0.048	0.669	0.052	0.669	0.040	0.669	0.066	0.669	0.065	0.669	0.092		
0.670	0.072	0.670	0.049	0.670	0.040	0.670	0.063	0.670	0.037	0.670	0.048	0.670	0.057	0.670	0.088		
0.670	0.058	0.670	0.055	0.670	0.061	0.670	0.060	0.670	0.080	0.670	0.054	0.670	0.038	0.670	0.091		
0.671	0.042	0.671	0.072	0.671	0.066	0.671	0.037	0.671	0.071	0.671	0.066	0.671	0.063	0.671	0.078		
0.671	0.025	0.671	0.072	0.671	0.063	0.671	0.031	0.671	0.061	0.671	0.061	0.671	0.078	0.671	0.088		
0.672	0.051	0.672	0.086	0.672	0.042	0.672	0.060	0.672	0.051	0.672	0.061	0.672	0.071	0.672	0.043		
0.672	0.032	0.672	0.071	0.672	0.074	0.672	0.074	0.672	0.071	0.672	0.061	0.672	0.066	0.672	0.055		
0.673	0.038	0.673	0.069	0.673	0.074	0.673	0.071	0.673	0.061	0.673	0.037	0.673	0.069	0.673	0.057		
0.673	0.043	0.673	0.061	0.673	0.049	0.673	0.080	0.673	0.055	0.673	0.051	0.673	0.074	0.673	0.084		
0.674	0.034	0.674	0.051	0.674	0.063	0.674	0.058	0.674	0.049	0.674	0.077	0.674	0.042	0.674	0.081		
0.674	0.032	0.674	0.074	0.674	0.074	0.674	0.038	0.674	0.072	0.674	0.060	0.674	0.046	0.674	0.069		
0.675	0.038	0.675	0.060	0.675	0.071	0.675	0.068	0.675	0.049	0.675	0.057	0.675	0.058	0.675	0.055		
0.675	0.061	0.675	0.060	0.675	0.055	0.675	0.060	0.675	0.051	0.675	0.055	0.675	0.072	0.675	0.058		
0.676	0.057	0.676	0.071	0.676	0.048	0.676	0.057	0.676	0.049	0.676	0.051	0.676	0.066	0.676	0.074		
0.676	0.023	0.676	0.071	0.676	0.048	0.676	0.063	0.676	0.081	0.676	0.057	0.676	0.071	0.676	0.095		
0.677	0.049	0.677	0.063	0.677	0.069	0.677	0.043	0.677	0.089	0.677	0.078	0.677	0.055	0.677	0.100		
0.677	0.049	0.677	0.061	0.677	0.051	0.677	0.037	0.677	0.068	0.677	0.045	0.677	0.063	0.677	0.055		
0.678	0.034	0.678	0.061	0.678	0.066	0.678	0.071	0.678	0.075	0.678	0.045	0.678	0.084	0.678	0.061		
0.678	0.072	0.678	0.063	0.678	0.048	0.678	0.058	0.678	0.061	0.678	0.069	0.678	0.074	0.678	0.066		
0.679	0.035	0.679	0.040	0.679	0.054	0.679	0.060	0.679	0.057	0.679	0.043	0.679	0.094	0.679	0.065		
0.679	0.031	0.679	0.049	0.679	0.045	0.679	0.055	0.679	0.069	0.679	0.040	0.679	0.074	0.679	0.075		
0.680	0.045	0.680	0.037	0.680	0.046	0.680	0.060	0.680	0.072	0.680	0.071	0.680	0.077	0.680	0.072		
0.680	0.054	0.680	0.065	0.680	0.061	0.680	0.046	0.680	0.065	0.680	0.072	0.680	0.077	0.680	0.066		
0.681	0.057	0.681	0.063	0.681	0.054	0.681	0.063	0.681	0.057	0.681	0.045	0.681	0.061	0.681	0.051		
0.681	0.063	0.681	0.074	0.681	0.051	0.681	0.066	0.681	0.051	0.681	0.046	0.681	0.063	0.681	0.058		
0.682	0.046	0.682	0.072	0.682	0.057	0.682	0.046	0.682	0.068	0.682	0.078	0.682	0.060	0.682	0.068		
0.682	0.055	0.682	0.063	0.682	0.065	0.682	0.038	0.682	0.058	0.682	0.054	0.682	0.091	0.682	0.077		
0.683	0.028	0.683	0.048	0.683	0.077	0.683	0.061	0.683	0.049	0.683	0.057	0.683	0.066	0.683	0.100		
0.683	0.042	0.683	0.042	0.683	0.058	0.683	0.078	0.683	0.068	0.683	0.057	0.683	0.069	0.683	0.088		
0.684	0.037	0.684	0.054	0.684	0.089	0.684	0.071	0.684	0.074	0.684	0.063	0.684	0.075	0.684	0.061		
0.684	0.048	0.684	0.051	0.684	0.052	0.684	0.066	0.684	0.065	0.684	0.068	0.684	0.061	0.684	0.065		
0.685	0.063	0.685	0.068	0.685	0.051	0.685	0.061	0.685	0.042	0.685	0.071	0.685	0.045	0.685	0.052		
0.685	0.061	0.685	0.052	0.685	0.063	0.685	0.043	0.685	0.072	0.685	0.061	0.685	0.075	0.685	0.072		
0.686	0.061	0.686	0.063	0.686	0.074	0.686	0.042	0.686	0.081	0.686	0.051	0.686	0.083	0.686	0.081		
0.686	0.040	0.686	0.057	0.686	0.071	0.686	0.045	0.686	0.086	0.686	0.049	0.686	0.054	0.686	0.080		
0.687	0.034	0.687	0.069	0.687	0.054	0.687	0.071	0.687	0.074	0.687	0.040	0.687	0.052	0.687	0.095		
0.688	0.048	0.688	0.072	0.688	0.042	0.688	0.052	0.688	0.063	0.688	0.071	0.688	0.066	0.688	0.075		
0.688	0.042	0.688	0.083	0.688	0.069	0.688	0.057	0.688	0.042	0.688	0.074	0.688	0.078	0.688	0.063		
0.689	0.040	0.689	0.048	0.689	0.063	0.689	0.034	0.689	0.032	0.689	0.034	0.689	0.077	0.689	0.057		
0.689	0.049	0.689	0.072	0.689	0.040	0.689	0.066	0.689	0.046	0.689	0.045	0.689	0.068	0.689	0.065		
0.690	0.052	0.690	0.066	0.690	0.063	0.690	0.072	0.690	0.061	0.690	0.051	0.690	0.069	0.690	0.092		
0.690	0.028	0.690	0.052	0.690	0.063	0.690	0.074	0.690	0.074	0.690	0.049	0.690	0.061	0.690	0.084		
0.691	0.054	0.691	0.055	0.691	0.061	0.691	0.060	0.691	0.066	0.691	0.063	0.691	0.084	0.691	0.061		
0.691	0.052	0.691	0.054	0.691	0.060	0.691	0.046	0.691	0.084	0.691	0.069	0.691	0.065	0.691	0.060		
0.692	0.057	0.692	0.048	0.692	0.045	0.692	0.049	0.692	0.061	0.692	0.080	0.692	0.089	0.692	0.081		
0.692	0.065	0.692	0.043	0.692	0.066	0.692	0.078	0.692	0.051	0.692	0.055	0.692	0.083	0.692	0.094		
0.693	0.046	0.693	0.054	0.693	0.043	0.693	0.054	0.693	0.043	0.693	0.055	0.693	0.057	0.693	0.055		
0.693	0.049	0.693	0.060	0.693	0.040	0.693	0.074	0.693	0.048	0.693	0.071	0.693	0.068	0.693	0.071		
0.694	0.040	0.694	0.072	0.694	0.040	0.694	0.071	0.694	0.048	0.694	0.034	0.694	0.049	0.694	0.103		
0.694	0.043	0.694	0.075	0.694	0.051	0.694	0.068	0.694	0.057	0.694	0.054	0.694	0.071	0.694	0.078		
0.695	0.071	0.695	0.057	0.695	0.060	0.695	0.051	0.695	0.081	0.695	0.049	0.695	0.072	0.695	0.072		
0.695	0.055	0.695	0.051	0.695	0.077	0.695	0.066	0.695	0.077	0.695	0.035	0.695	0.086	0.695	0.080		
0.696	0.046	0.696	0.057	0.696	0.075	0.696	0.058	0.696	0.060	0.696	0.068	0.696	0.095	0.696	0.086		
0.696	0.051	0.696	0.075	0.696	0.066	0.696	0.071	0.696	0.063	0.696	0.080	0.696	0.057	0.696	0.078		
0.697	0.060	0.697	0.080	0.697	0.045	0.697	0.080	0.697	0.083	0.697	0.068	0.697	0.048	0.697	0.075		
0.697	0.025	0.697	0.077	0.697	0.051	0.697	0.077	0.697	0.081	0.697	0.065	0.697	0.071	0.697	0.095		
0.698	0.025	0.698	0.069	0.698	0.061	0.698	0.046	0.698	0.072	0.698	0.057	0.698	0.060	0.698	0.066		
0.698	0.057	0.698	0.051	0.698	0.065	0.698	0.066	0.698	0.061	0.698	0.060	0.698	0.078	0.698	0.084		
0.699	0.046	0.699	0.057	0.699	0.075	0.699	0.074	0.699	0.048	0.699	0.038	0.699	0.074	0.699	0.075		
0.699	0.051	0.699	0.048	0.699	0.058	0.699	0.080	0.699	0.066	0.699	0.063	0.699	0.057	0.699	0.063		
0.700	0.046	0.700	0.048	0.700	0.052	0.700	0.054	0.700	0.081	0.700	0.066	0.700	0.052	0.700	0.057		
0.700	0.015	0.700	0.020	0.700	0.025	0.700	0.028	0.700	0.052	0.700	0.031	0.700	0.026	0.700	0.057		
0.700	-0.029	0.700	-0.005	0.700	0.006	0.700	-0.006	0.700	0.003	0.700	-0.006	0.700	0.011	0.700	0.015		
0.699	-0.032	0.699	-0.014	0.699	-0.014	0.699	-0.011	0.699	0.008	0.699	-0.012	0.699	0.017	0.699	0.000		
0.699	-0.067	0.699	-0.017	0.699	-0.044	0.699	-0.015	0.699	-0.008	0.699	-0.009	0.699	-0.008	0.699	-0.021		
0.698	-0.043	0.698	-0.043	0.698	-0.034	0.698	-0.035	0.698	-0.014	0.698	-0.035	0.698	-0.029	0.698	-0.012		
0.698	-0.032	0.698	-0.066	0.698	-0.029	0.698	-0.054	0.698	-0.015	0.698	-0.037	0.698	-0.031	0.698	-0.018		
0.697	-0.041	0.697	-0.066	0.697	-0.044	0.697	-0.043	0.697	-0.037	0.697	-0.037	0.697	-0.017	0.697	-0.051		
0.697	-0.060	0.697	-0.061	0.697	-0.037	0.697	-0.032	0.697	-0.052	0.697	-0.058	0.697	-0.029	0.697	-0.074		
0.696	-0.057	0.696	-0.061	0.696	-0.074	0.696	-0.051	0.696	-0.057	0.696	-0.069	0.696	-0.046	0.696	-0.037		
0.696	-0.055	0.696	-0.040	0.696	-0.064	0.696	-0.061	0.696	-0.067	0.696	-0.054	0.696	-0.052	0.696	-0.032		
0.695	-0.067	0.695	-0.047	0.695	-0.070	0.695	-0.058	0.695	-0.067	0.695	-0.049	0.695	-0.046	0.695	-0.032		
0.695	-0.093	0.695	-0.044	0.695	-0.070	0.695	-0.054	0.695	-0.046	0.695	-0.055	0.695	-0.035	0.695	-0.052		
0.694	-0.070	0.694	-0.083	0.694	-0.087	0.694	-0.058	0.694	-0.066	0.694	-0.051	0.694	-0.037	0.694	-0.029		
0.694	-0.074	0.694	-0.072	0.694	-0.077	0.694	-0.081	0.694	-0.080	0.694	-0.043	0.694	-0.038	0.694	-0.035		
0.693	-0.080	0.693	-0.061	0.693	-0.074	0.693	-0.081	0.693	-0.066	0.693	-0.067	0.693	-0.051	0.693	-0.046		
0.693	-0.080	0.693	-0.070	0.693	-0.063	0.693	-0.069	0.693	-0.060	0.693	-0.078	0.693	-0.054	0.693	-0.052		
0.692	-0.095	0.692	-0.089	0.692	-0.066	0.692	-0.112	0.692	-0.074	0.692	-0.077	0.692	-0.046	0.692	-0.038		
0.692	-0.078	0.692	-0.083	0.692	-0.058	0.692	-0.087	0.692	-0.044	0.692	-0.063	0.692	-0.047	0.692	-0.058		
0.691	-0.075	0.691	-0.074	0.691	-0.049	0.691	-0.083	0.691	-0.044	0.691	-0.067	0.691	-0.049	0.691	-0.063		
0.691	-0.072	0.691	-0.086	0.691	-0.055	0.691	-0.069	0.691	-0.051	0.691	-0.075	0.691	-0.041	0.691	-0.040		
0.690	-0.067	0.690	-0.060	0.690	-0.067	0.690	-0.078	0.690	-0.083	0.690	-0.078	0.690	-0.066	0.690	-0.031		
0.690	-0.080	0.690	-0.070	0.690	-0.064	0.690	-0.052	0.690	-0.060	0.690	-0.047	0.690	-0.052	0.690	-0.061		
0.689	-0.093	0.689	-0.066	0.689	-0.072	0.689	-0.060	0.689	-0.054	0.689	-0.061	0.689	-0.055	0.689	-0.069		
0.689	-0.084	0.689	-0.078	0.689	-0.081	0.689	-0.067	0.689	-0.060	0.689	-0.086	0.689	-0.057	0.689	-0.061		
0.688	-0.081	0.688	-0.075	0.688	-0.069	0.688	-0.080	0.688	-0.061	0.688	-0.084	0.688	-0.037	0.688	-0.072		
0.688	-0.072	0.688	-0.058	0.688	-0.060	0.688	-0.074	0.688	-0.064	0.688	-0.078	0.688	-0.046	0.688	-0.057		
0.687	-0.084	0.687	-0.058	0.687	-0.063	0.687	-0.060	0.687	-0.069	0.687	-0.098	0.687	-0.054	0.687	-0.052		
0.686	-0.084	0.686	-0.075	0.686	-0.089	0.686	-0.043	0.686	-0.072	0.686	-0.072	0.686	-0.074	0.686	-0.038		
0.686	-0.104	0.686	-0.092	0.686	-0.080	0.686	-0.063	0.686	-0.069	0.686	-0.060	0.686	-0.077	0.686	-0.060		
0.685	-0.092	0.685	-0.098	0.685	-0.064	0.685	-0.086	0.685	-0.061	0.685	-0.080	0.685	-0.067	0.685	-0.054		
0.685	-0.081	0.685	-0.081	0.685	-0.066	0.685	-0.083	0.685	-0.070	0.685	-0.077	0.685	-0.047	0.685	-0.067		
0.684	-0.093	0.684	-0.051	0.684	-0.075	0.684	-0.055	0.684	-0.067	0.684	-0.064	0.684	-0.074	0.684	-0.054		
0.684	-0.106	0.684	-0.064	0.684	-0.078	0.684	-0.083	0.684	-0.074	0.684	-0.061	0.684	-0.077	0.684	-0.049		
0.683	-0.093	0.683	-0.064	0.683	-0.069	0.683	-0.077	0.683	-0.075	0.683	-0.064	0.683	-0.055	0.683	-0.077		
0.683	-0.104	0.683	-0.067	0.683	-0.067	0.683	-0.092	0.683	-0.087	0.683	-0.074	0.683	-0.035	0.683	-0.081		
0.682	-0.115	0.682	-0.083	0.682	-0.095	0.682	-0.074	0.682	-0.090	0.682	-0.097	0.682	-0.052	0.682	-0.084		
0.682	-0.093	0.682	-0.083	0.682	-0.095	0.682	-0.077	0.682	-0.074	0.682	-0.081	0.682	-0.040	0.682	-0.070		
0.681	-0.104	0.681	-0.090	0.681	-0.072	0.681	-0.086	0.681	-0.064	0.681	-0.069	0.681	-0.075	0.681	-0.070		
0.681	-0.089	0.681	-0.090	0.681	-0.072	0.681	-0.086	0.681	-0.070	0.681	-0.077	0.681	-0.070	0.681	-0.069		
0.680	-0.097	0.680	-0.081	0.680	-0.063	0.680	-0.083	0.680	-0.055	0.680	-0.086	0.680	-0.077	0.680	-0.044		
0.680	-0.086	0.680	-0.070	0.680	-0.080	0.680	-0.090	0.680	-0.075	0.680	-0.078	0.680	-0.049	0.680	-0.077		
0.679	-0.084	0.679	-0.095	0.679	-0.095	0.679	-0.072	0.679	-0.087	0.679	-0.069	0.679	-0.064	0.679	-0.086		
0.679	-0.081	0.679	-0.093	0.679	-0.090	0.679	-0.075	0.679	-0.066	0.679	-0.072	0.679	-0.080	0.679	-0.064		
0.678	-0.110	0.678	-0.072	0.678	-0.086	0.678	-0.084	0.678	-0.074	0.678	-0.054	0.678	-0.070	0.678	-0.044		
0.678	-0.090	0.678	-0.069	0.678	-0.066	0.678	-0.066	0.678	-0.054	0.678	-0.060	0.678	-0.057	0.678	-0.072		
0.677	-0.092	0.677	-0.066	0.677	-0.069	0.677	-0.063	0.677	-0.061	0.677	-0.072	0.677	-0.072	0.677	-0.078		
0.677	-0.078	0.677	-0.083	0.677	-0.074	0.677	-0.063	0.677	-0.061	0.677	-0.074	0.677	-0.083	0.677	-0.077		
0.676	-0.101	0.676	-0.081	0.676	-0.072	0.676	-0.095	0.676	-0.083	0.676	-0.058	0.676	-0.095	0.676	-0.052		
0.676	-0.101	0.676	-0.103	0.676	-0.077	0.676	-0.060	0.676	-0.066	0.676	-0.081	0.676	-0.089	0.676	-0.086		
0.675	-0.100	0.675	-0.072	0.675	-0.093	0.675	-0.078	0.675	-0.060	0.675	-0.095	0.675	-0.063	0.675	-0.063		
0.675	-0.092	0.675	-0.066	0.675	-0.064	0.675	-0.092	0.675	-0.078	0.675	-0.072	0.675	-0.054	0.675	-0.084		
0.674	-0.086	0.674	-0.077	0.674	-0.069	0.674	-0.049	0.674	-0.097	0.674	-0.089	0.674	-0.054	0.674	-0.067		
0.674	-0.089	0.674	-0.103	0.674	-0.078	0.674	-0.077	0.674	-0.084	0.674	-0.095	0.674	-0.057	0.674	-0.054		
0.673	-0.100	0.673	-0.097	0.673	-0.097	0.673	-0.090	0.673	-0.089	0.673	-0.098	0.673	-0.069	0.673	-0.054		
0.673	-0.121	0.673	-0.097	0.673	-0.103	0.673	-0.078	0.673	-0.093	0.673	-0.107	0.673	-0.069	0.673	-0.052		
0.672	-0.121	0.672	-0.080	0.672	-0.095	0.672	-0.070	0.672	-0.093	0.672	-0.103	0.672	-0.081	0.672	-0.084		
0.672	-0.106	0.672	-0.089	0.672	-0.095	0.672	-0.070	0.672	-0.080	0.672	-0.089	0.672	-0.060	0.672	-0.080		
0.671	-0.090	0.671	-0.103	0.671	-0.084	0.671	-0.069	0.671	-0.080	0.671	-0.092	0.671	-0.072	0.671	-0.081		
0.671	-0.090	0.671	-0.078	0.671	-0.093	0.671	-0.069	0.671	-0.078	0.671	-0.092	0.671	-0.070	0.671	-0.057		
0.670	-0.086	0.670	-0.078	0.670	-0.100	0.670	-0.083	0.670	-0.075	0.670	-0.098	0.670	-0.072	0.670	-0.072		
0.670	-0.107	0.670	-0.104	0.670	-0.090	0.670	-0.078	0.670	-0.089	0.670	-0.086	0.670	-0.080	0.670	-0.077		
0.669	-0.107	0.669	-0.097	0.669	-0.100	0.669	-0.075	0.669	-0.077	0.669	-0.066	0.669	-0.078	0.669	-0.080		
0.669	-0.113	0.669	-0.095	0.669	-0.092	0.669	-0.072	0.669	-0.092	0.669	-0.081	0.669	-0.049	0.669	-0.061		
0.668	-0.115	0.668	-0.100	0.668	-0.100	0.668	-0.100	0.668	-0.101	0.668	-0.089	0.668	-0.067	0.668	-0.058		
0.668	-0.086	0.668	-0.098	0.668	-0.103	0.668	-0.092	0.668	-0.093	0.668	-0.093	0.668	-0.070	0.668	-0.063		
0.667	-0.095	0.667	-0.106	0.667	-0.084	0.667	-0.095	0.667	-0.074	0.667	-0.087	0.667	-0.055	0.667	-0.069		
0.667	-0.110	0.667	-0.098	0.667	-0.086	0.667	-0.080	0.667	-0.074	0.667	-0.081	0.667	-0.080	0.667	-0.064		
0.666	-0.112	0.666	-0.109	0.666	-0.087	0.666	-0.118	0.666	-0.107	0.666	-0.089	0.666	-0.095	0.666	-0.097		
0.666	-0.092	0.666	-0.089	0.666	-0.090	0.666	-0.089	0.666	-0.081	0.666	-0.072	0.666	-0.090	0.666	-0.067		
0.665	-0.103	0.665	-0.097	0.665	-0.101	0.665	-0.077	0.665	-0.083	0.665	-0.098	0.665	-0.067	0.665	-0.051		
0.665	-0.110	0.665	-0.084	0.665	-0.098	0.665	-0.072	0.665	-0.093	0.665	-0.103	0.665	-0.074	0.665	-0.090		
0.664	-0.133	0.664	-0.086	0.664	-0.101	0.664	-0.086	0.664	-0.084	0.664	-0.084	0.664	-0.083	0.664	-0.100		
0.664	-0.116	0.664	-0.104	0.664	-0.083	0.664	-0.097	0.664	-0.100	0.664	-0.083	0.664	-0.061	0.664	-0.098		
0.663	-0.097	0.663	-0.084	0.663	-0.077	0.663	-0.104	0.663	-0.101	0.663	-0.083	0.663	-0.074	0.663	-0.092		
0.663	-0.103	0.663	-0.084	0.663	-0.084	0.663	-0.087	0.663	-0.092	0.663	-0.103	0.663	-0.066	0.663	-0.090		
0.662	-0.097	0.662	-0.095	0.662	-0.100	0.662	-0.090	0.662	-0.084	0.662	-0.112	0.662	-0.089	0.662	-0.090		
0.662	-0.092	0.662	-0.081	0.662	-0.063	0.662	-0.083	0.662	-0.075	0.662	-0.104	0.662	-0.077	0.662	-0.090		
0.661	-0.093	0.661	-0.086	0.661	-0.090	0.661	-0.080	0.661	-0.081	0.661	-0.093	0.661	-0.095	0.661	-0.081		
0.661	-0.115	0.661	-0.081	0.661	-0.100	0.661	-0.100	0.661	-0.095	0.661	-0.078	0.661	-0.084	0.661	-0.083		
0.660	-0.121	0.660	-0.078	0.660	-0.107	0.660	-0.112	0.660	-0.107	0.660	-0.075	0.660	-0.074	0.660	-0.066		
0.660	-0.095	0.660	-0.078	0.660	-0.084	0.660	-0.100	0.660	-0.103	0.660	-0.061	0.660	-0.067	0.660	-0.066		
0.659	-0.100	0.659	-0.106	0.659	-0.074	0.659	-0.086	0.659	-0.080	0.659	-0.090	0.659	-0.072	0.659	-0.078		
0.659	-0.093	0.659	-0.112	0.659	-0.074	0.659	-0.097	0.659	-0.084	0.659	-0.103	0.659	-0.075	0.659	-0.075		
0.658	-0.106	0.658	-0.112	0.658	-0.083	0.658	-0.086	0.658	-0.086	0.658	-0.106	0.658	-0.103	0.658	-0.090		
0.658	-0.097	0.658	-0.101	0.658	-0.086	0.658	-0.101	0.658	-0.072	0.658	-0.097	0.658	-0.090	0.658	-0.075		
0.657	-0.093	0.657	-0.093	0.657	-0.098	0.657	-0.090	0.657	-0.074	0.657	-0.106	0.657	-0.072	0.657	-0.069		
0.657	-0.109	0.657	-0.087	0.657	-0.110	0.657	-0.113	0.657	-0.092	0.657	-0.074	0.657	-0.067	0.657	-0.063		
0.656	-0.123	0.656	-0.084	0.656	-0.100	0.656	-0.087	0.656	-0.100	0.656	-0.075	0.656	-0.086	0.656	-0.089		
0.656	-0.087	0.656	-0.080	0.656	-0.092	0.656	-0.084	0.656	-0.083	0.656	-0.093	0.656	-0.090	0.656	-0.103		
0.655	-0.093	0.655	-0.095	0.655	-0.109	0.655	-0.092	0.655	-0.077	0.655	-0.113	0.655	-0.080	0.655	-0.078		
0.655	-0.098	0.655	-0.103	0.655	-0.104	0.655	-0.090	0.655	-0.072	0.655	-0.107	0.655	-0.058	0.655	-0.070		
0.654	-0.123	0.654	-0.090	0.654	-0.110	0.654	-0.090	0.654	-0.092	0.654	-0.106	0.654	-0.067	0.654	-0.064		
0.654	-0.097	0.654	-0.112	0.654	-0.107	0.654	-0.084	0.654	-0.089	0.654	-0.101	0.654	-0.086	0.654	-0.100		
0.653	-0.098	0.653	-0.103	0.653	-0.098	0.653	-0.078	0.653	-0.077	0.653	-0.086	0.653	-0.087	0.653	-0.078		
0.653	-0.103	0.653	-0.092	0.653	-0.081	0.653	-0.100	0.653	-0.103	0.653	-0.097	0.653	-0.072	0.653	-0.081		
0.652	-0.097	0.652	-0.089	0.652	-0.092	0.652	-0.103	0.652	-0.100	0.652	-0.101	0.652	-0.083	0.652	-0.086		
0.652	-0.097	0.652	-0.087	0.652	-0.077	0.652	-0.090	0.652	-0.112	0.652	-0.103	0.652	-0.072	0.652	-0.083		
0.651	-0.115	0.651	-0.113	0.651	-0.089	0.651	-0.087	0.651	-0.110	0.651	-0.100	0.651	-0.095	0.651	-0.098		
0.651	-0.123	0.651	-0.093	0.651	-0.097	0.651	-0.093	0.651	-0.100	0.651	-0.089	0.651	-0.080	0.651	-0.097		
0.650	-0.100	0.650	-0.095	0.650	-0.093	0.650	-0.086	0.650	-0.087	0.650	-0.092	0.650	-0.077	0.650	-0.075		
